meta.code,th
เรียกถี่เกินไป — ลองใหม่อีกครั้ง (HTTP 429),เรียกถี่เกินไป — ลองใหม่อีกครั้ง (HTTP 429)
เรียกถี่เกินไป (HTTP 429),เรียกถี่เกินไป (HTTP 429)
เรียกไม่สำเร็จ (HTTP ,เรียกไม่สำเร็จ (HTTP 
 (เรียกอีกอย่างว่า {0}), (เรียกอีกอย่างว่า {0})
เรียก AI ไม่สำเร็จ,เรียก AI ไม่สำเร็จ
เรียก AI ไม่สำเร็จ (HTTP ,เรียก AI ไม่สำเร็จ (HTTP 
เรียก AI ใหม่ (ใช้ token เพิ่ม),เรียก AI ใหม่ (ใช้ token เพิ่ม)
เรียงตาม,เรียงตาม
เรียงลำดับบท+ฉากใหม่แล้ว (,เรียงลำดับบท+ฉากใหม่แล้ว (
เรียงหน้าคู่ (Side-by-Side),เรียงหน้าคู่ (Side-by-Side)
เรียบ (ไม่มีกรอบ),เรียบ (ไม่มีกรอบ)
เรื่อง: ,เรื่อง: 
เรื่อง,เรื่อง
เรื่องแตกสายมากกว่า,เรื่องแตกสายมากกว่า
เรื่องย่อ,เรื่องย่อ
เรื่องย่อฉาก: ,เรื่องย่อฉาก: 
เรือน,เรือน
แรงจูงใจ,แรงจูงใจ
แรงจูงใจขาดหาย,แรงจูงใจขาดหาย
แรงบันดาลใจ,แรงบันดาลใจ
โรแมนติก,โรแมนติก
ลดการใช้คำซ้ำ,ลดการใช้คำซ้ำ
ลบ,ลบ
ลบ {0} ชิ้นแล้ว,ลบ {0} ชิ้นแล้ว
ลบ “{0}” ถาวร ? (กู้คืนไม่ได้อีก),ลบ “{0}” ถาวร ? (กู้คืนไม่ได้อีก)
ลบ {0} ทั้งหมด ({1} บรรทัด)?,ลบ {0} ทั้งหมด ({1} บรรทัด)?
"ลบ ""{0}"" ไปถังขยะ","ลบ ""{0}"" ไปถังขยะ"
ลบ “{0}” ? (ย้ายไปถังขยะของโปรเจกต์ กู้คืนได้),ลบ “{0}” ? (ย้ายไปถังขยะของโปรเจกต์ กู้คืนได้)
ลบ {0} รูป? (ย้ายไปถังขยะ),ลบ {0} รูป? (ย้ายไปถังขยะ)
ลบ {0} รูปแล้ว (อยู่ในถังขยะ),ลบ {0} รูปแล้ว (อยู่ในถังขยะ)
ลบ {0} หมุดแล้ว,ลบ {0} หมุดแล้ว
ลบ {0} element แล้ว (ยกเลิกได้ด้วย Ctrl+Z),ลบ {0} element แล้ว (ยกเลิกได้ด้วย Ctrl+Z)
ลบความสัมพันธ์นี้ (ฝั่งนี้),ลบความสัมพันธ์นี้ (ฝั่งนี้)
"ลบฉาก ""{0}""{1} ไปถังขยะ","ลบฉาก ""{0}""{1} ไปถังขยะ"
"ลบฉาก ""{0}"" ไปถังขยะแล้ว","ลบฉาก ""{0}"" ไปถังขยะแล้ว"
ลบฉาก (ย้ายไปถังขยะ),ลบฉาก (ย้ายไปถังขยะ)
ลบช่องนี้,ลบช่องนี้
ลบชิ้นนี้,ลบชิ้นนี้
"ลบเซสชัน ""{0}"" ?","ลบเซสชัน ""{0}"" ?"
ลบเซสชันแล้ว,ลบเซสชันแล้ว
ลบตัวละครนี้ออกจากหน้ารายชื่อ,ลบตัวละครนี้ออกจากหน้ารายชื่อ
ลบถาวร,ลบถาวร
ลบถาวรแล้ว: ,ลบถาวรแล้ว: 
ลบทั้งบรรทัด ({0}+{1}+Delete),ลบทั้งบรรทัด ({0}+{1}+Delete)
ลบทางเลือกนี้,ลบทางเลือกนี้
"ลบเทมเพลต ""{0}""?","ลบเทมเพลต ""{0}""?"
ลบเทมเพลตแล้ว,ลบเทมเพลตแล้ว
ลบแท็กนี้,ลบแท็กนี้
ลบโน้ตนี้,ลบโน้ตนี้
ลบโน้ตแล้ว,ลบโน้ตแล้ว
"ลบบท ""{0}"" ({1} ฉาก) ไปถังขยะแล้ว","ลบบท ""{0}"" ({1} ฉาก) ไปถังขยะแล้ว"
"ลบบท ""{0}"" ทั้งบท","ลบบท ""{0}"" ทั้งบท"
"ลบบท ""{0}"" ทั้งบท ? (ทุกฉากย้ายไปถังขยะ)","ลบบท ""{0}"" ทั้งบท ? (ทุกฉากย้ายไปถังขยะ)"
ลบบททั้งบท (ทุกฉากย้ายไปถังขยะ),ลบบททั้งบท (ทุกฉากย้ายไปถังขยะ)
ลบบททั้งบท (ย้ายไปถังขยะ),ลบบททั้งบท (ย้ายไปถังขยะ)
ลบบรรทัดแล้ว,ลบบรรทัดแล้ว
