meta.code,en
ui.tip.sprint,"Times a writing sprint, counts the words you write during it, supports a word goal and keeps the stats in the project"
ui.tip.story-starter,"Opens Story Starter: set up a story, characters and opening scene step by step, then play it out in episodes with AI."
ui.tip.story-starter-toggle,Opens or closes Story Starter — set a story up step by step and play it out with AI. Press again to close.
ui.tip.sync-scene-meta,Reads scene properties back from the .md file headers — use after editing files in another program.
ui.tip.test-run,Runs the app’s self-test suite (for developers).
ui.tip.text-case,Changes the selected text to a given letter case. Affects Latin letters.
ui.tip.text-case-cycle,Cycles the selected text through letter-case styles; press again until you get the one you want. Affects Latin letters.
ui.tip.text-case:aC,Alternates lower and upper case letter by letter — for a mocking or odd-sounding effect.
ui.tip.text-case:CC,Capitalises the first letter of every word.
ui.tip.text-case:iC,Swaps lower and upper case — fixes text typed with Caps Lock on by mistake.
ui.tip.text-case:lc,Changes the selected text to all lower case.
ui.tip.text-case:SC,Capitalises the start of each sentence and lower-cases the rest.
ui.tip.text-case:TC,Title case: capitalises the important words and leaves small words like of and the in lower case.
ui.tip.text-case:UC,Changes the selected text to all upper case.
ui.tip.thesaurus,"Looks up synonyms and antonyms for the selected word, to help you avoid repeating yourself."
ui.tip.timeline,"Opens the story timeline, ordering events and scenes by in-story time, as cards or a Gantt chart."
ui.tip.title-pages,"Create or edit title pages for scripts and books, placed at the front of exported files."
ui.tip.toggle-fab,Shows or hides the floating button in the bottom-right corner that gathers the create-new commands.
ui.tip.toggle-format,Switch this file between prose and screenplay. The text is converted to the other format's grammar.
ui.tip.toggle-home-always,"Shows the home screen every time the app starts, even if a project was open last time."
ui.tip.toggle-open-last,"Opens your most recent project straight away when the app starts, skipping the home screen."
ui.tip.toggle-panel,Opens or closes the specified panel.
ui.tip.toggle-panel:ai-analyzer,"AI manuscript analysis — pacing, character arcs, repeats, conflict, scene length, plot holes, continuity, shipping, scoring, screentime."
ui.tip.toggle-panel:ai-chat,Chat with AI about your writing — separate sessions like opencode · choose a mode (plan/co-write) · choose a model · decide how much it can see (project/book/chapter/scene)
ui.tip.toggle-panel:ai-hub,One door into every AI feature · shows at a glance whether it is set up
ui.tip.toggle-panel:backlinks,Every scene that mentions each entity
ui.tip.toggle-panel:books,Manage books and drafts — covers · blurbs · status · per-book stats · drag to reorder books
ui.tip.toggle-panel:branch,"Branching story chart — scene boxes joined by choice lines · drag cards around · pick card/line colours · warns about dead ends, loops and choices without a target · export as HTML/Markdown/JSON/image"
ui.tip.toggle-panel:chapters,"Chapter covers, order and stats for every chapter in a book"
ui.tip.toggle-panel:codex,"All the book's Wiki entities as an encyclopedia — browse by category, search by name/nickname · export as a Fandom/Wikia-style website that works fully offline"
ui.tip.toggle-panel:comments,Opens the comments panel — every note left inside the text in one list. Click an entry to jump to it.
ui.tip.toggle-panel:dashboard,Progress overview — word count against goals · share of scenes by status · length of each chapter
ui.tip.toggle-panel:dialogue,"All dialogue in the project — filter, jump, edit inline"
ui.tip.toggle-panel:dlgb,"Let AI play your Wiki characters turn by turn, then drop the lines you like into the script at the cursor — open it when you are stuck on dialogue"
ui.tip.toggle-panel:docs,"The main writing area — every open tab: scenes, screenplays and Wiki pages (cannot be closed)"
ui.tip.toggle-panel:floorplan,"Where this scene happens — map + ""You are here"" pin + that location's timeline + what's seen/heard/found in the open scene"
ui.tip.toggle-panel:gallery,"Every image in the project's Images folder — drag into a document to insert, or choose as a cover/portrait in the Wiki"
ui.tip.toggle-panel:gallery-board,A canvas for each album's reference images — open it beside the image library and drag images on · move/resize/zoom freely · removing from the board doesn't delete files
ui.tip.toggle-panel:history,"A timeline of what was done to the project's files, with a way back to any point · how many are kept is set at Settings → Project info (default 32)"
ui.tip.toggle-panel:kanban,Scene board by status — drag a card to another column to change that scene's status at once
ui.tip.toggle-panel:log,The app's activity log — for tracking down causes when something doesn't behave as expected
ui.tip.toggle-panel:maps,"Maps of the story world — drop pins on an image, link pins to scenes/locations · portal pins lead into sub-maps"
ui.tip.toggle-panel:network,Relationship chart of characters/locations/items — drag nodes to arrange them · line colours show the relationship type · double-click to open that Wiki page
ui.tip.toggle-panel:notes,A place to jot down passing ideas without touching the manuscript — notes are linked to the scene open when you write them
ui.tip.toggle-panel:outline,"Heading outline of ""the open file"" — click a heading to jump to that place in the document"
ui.tip.toggle-panel:planner,"A free-form card board — place notes, images and links to scenes anywhere on the canvas · for piecing the plot together before writing"
ui.tip.toggle-panel:planner-props,Properties of the card or connector selected on the Planner board — name · summary · colour · status · tags · size · line style
ui.tip.toggle-panel:player,Read the story as a player — scene text is read-only; press choice buttons to keep going · you can go back · each run's path is kept to review later
ui.tip.toggle-panel:plugins,"Manage installed plugins — enable, reload, run commands"
ui.tip.toggle-panel:props,Properties of the selected scene — synopsis · point of view · mood · conflict · status · colour · tags · saved automatically as you type
ui.tip.toggle-panel:record,"Log what you did today — mood, word count, time spent, tags · export as CSV for further summaries"
ui.tip.toggle-panel:search,"Search text across the whole project — every scene, every book and the Wiki pages · click a result to open the file at that line"
ui.tip.toggle-panel:starter,"Create a story, characters and opening scenes, then play it episode by episode with AI"
ui.tip.toggle-panel:statusbar,Summary of the open work — word/page counts · script errors · page zoom slider
ui.tip.toggle-panel:timeline,"Events in ""story time"" order — switch between card and Gantt views · scenes with a storyDate appear on their own"
ui.tip.toggle-panel:toolbar,All formatting buttons and mode switches — bold/italic · alignment · reading/focus modes · show/hide other panels
ui.tip.toggle-panel:tree,"Table of contents for the whole work — book → chapter → scene, plus the Wiki, image library and trash · drag to reorder · the search box at the top filters by name, tag and status"
ui.tip.toggle-theme,"Changes the app colour theme for bars, panels and dialogs — not the page or exported files."
ui.tip.toolbar-config,Choose which buttons appear on the toolbar; changes take effect as you tick.
ui.tip.type-sound,"Plays a typewriter sound with every keystroke, for the feel of a real machine."
ui.tip.typewriter,"Keeps the line you are typing pinned to the middle of the screen — the page scrolls up to meet it, so your eyes stay in one place."
ui.tip.ui-scale,"Changes the size of toolbars, panels and dialogs, without affecting the page."
ui.tip.ui-scale:-1,"Makes toolbars, panels and dialogs one step smaller, leaving more room to write."
ui.tip.ui-scale:0,"Resets toolbars, panels and dialogs to their normal 100% size."
ui.tip.ui-scale:1,"Makes toolbars, panels and dialogs one step larger — helpful on high-resolution screens."
ui.tip.ui:filter-archive-toggle,"Hides or shows archived scenes in the project tree. They are still there, just out of the way."
ui.tip.ui:find-close,Closes the find bar.
ui.tip.ui:find-next,Goes to the next match.
ui.tip.ui:find-prev,Goes to the previous match.
ui.tip.ui:find-rep1,"Replaces the current match, then moves to the next one."
ui.tip.ui:find-repall,Replaces every match in this document at once. Can be undone.
ui.tip.ui:open-btn,Opens an existing project.
ui.tip.ui:search-all-btn,"Searches text across the whole project — every scene, book and Wiki page."
ui.tip.ui:tb-case,"Changes the case of the selected text (all caps, all lowercase, sentence case) without retyping it."
ui.tip.ui:tb-color,"Changes the colour of the selected text. Offers presets, a colour wheel, and the colours you used recently."
ui.tip.ui:tb-highlight,Paints a highlight behind the selected text — good for marking spots to come back to. It is saved with the file.
ui.tip.ui:tb-indent,"Toggles the automatic first-line indent. This is the book-style way of separating paragraphs, instead of blank lines."
ui.tip.ui:tb-plug,Commands added by plugins; click to pick one.
ui.tip.ui:tb-quote,"Wraps the selected paragraphs as a block quote — indented with a rule, marking text taken from elsewhere."
ui.tip.ui:tb-source,"Shows this scene's raw markdown — exactly what is written to the file, which you can also edit outside the app."
ui.tip.ui:tb-sp-cont,Toggles the screenplay's automatic continuation marks — (CONTINUED) at page ends and (MORE) when dialogue crosses a page.
ui.tip.ui:tb-sp-ext,"Adds an extension after a character name — (V.O.) voice-over, (O.S.) off-screen, (cont'd) continuing."
ui.tip.ui:tb-visual,"Opens this scene’s storyboard, to tell it through a sequence of images."
ui.tip.visual-tags,"Manage the colour tags you attach to scenes — by storyline or main character, for example."
